Elf Code,Electrolyte,CE (%),LCE,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Method,Current (mA/cm2),Capacity (mAh/cm2),Cycle,Reference
221,0.9 M LiFSI/PC,83.51,0.783,CC1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.08,,,Cycle,0.5,1,,71
222,1.7 M LiFSI/PC,87.74,0.912,CC1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.17,,,Cycle,0.5,1,,71
223,2.4 M LiFSI/PC,89.14,0.964,CC1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.25,,,Cycle,0.5,1,,71
224,2.9 M LiFSI/PC,92.80,1.143,CC1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.34,,,Cycle,0.5,1,,71
225,1.7 M LiFSI/PC:PFB (1:0.5),96.80,1.495,CC1COC(=O)O1:1,CC(F)(F)CC(F)(F)F:0.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.39,,,Aurbach,0.5,1,10,71
226,1.1 M LiFSI/PC:PFB (1:1),90.58,1.026,CC1COC(=O)O1:1,CC(F)(F)CC(F)(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.28,,,Aurbach,0.5,1,10,71
227,0.6 M LiFSI/PC:PFB (1:2),88.38,0.935,CC1COC(=O)O1:1,CC(F)(F)CC(F)(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.23,,,Aurbach,0.5,1,10,71
228,3.3 M LiFSI/PC:FB (1:0.5),98.66,1.873,CC1COC(=O)O1:1,C1=CC=C(C=C1)F:0.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.7,,,Aurbach,0.5,1,10,71
229,1.6 M LiFSI/PC:FB (1:1),98.25,1.757,CC1COC(=O)O1:1,C1=CC=C(C=C1)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.36,,,Aurbach,0.5,1,10,71
230,0.8 M LiFSI/PC:FB (1:2),70.21,0.526,CC1COC(=O)O1:1,C1=CC=C(C=C1)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.26,,,Aurbach,0.5,1,10,71
231,2.1 M LiFSI/PC:TTE (1:0.5),98.74,1.900,CC1COC(=O)O1:1,FC(F)C(F)(F)COC(F)(F)C(F)F:0.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.51,,,Aurbach,0.5,1,10,71
232,1.4 M LiFSI/PC:TTE (1:1),97.63,1.625,CC1COC(=O)O1:1,FC(F)C(F)(F)COC(F)(F)C(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.42,,,Aurbach,0.5,1,10,71
233,0.8 M LiFSI/PC:TTE (1:2),98.15,1.733,CC1COC(=O)O1:1,FC(F)C(F)(F)COC(F)(F)C(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.37,,,Aurbach,0.5,1,10,71
234,0.9 M LiFSI/EC,94.78,1.282,C1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.07,,,Cycle,0.5,1,,71
235,2.4 M LiFSI/EC,98.20,1.745,C1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.2,,,Cycle,0.5,1,,71
236,3.5 M LiFSI/EC,98.52,1.830,C1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.33,,,Cycle,0.5,1,,71
237,4.6 M LiFSI/EC,99.08,2.036,C1COC(=O)O1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.53,,,Cycle,0.5,1,,71
238,0.94 M LiFSI/G2,92.72,1.138,COCCOCCOC:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.14,,,Aurbach,0.5,1,10,71
239,3.4 M LiFSI/G2:FB (1:1),99.56,2.357,COCCOCCOC:1,C1=CC=C(C=C1)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,,,Aurbach,0.5,1,10,71
240,2.4 M LiFSI/G2:FB (1:2),99.38,2.208,COCCOCCOC:1,C1=CC=C(C=C1)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.19,,,Aurbach,0.5,1,10,71
241,1.9 M LiFSI/G2:FB (1:3),99.14,2.066,COCCOCCOC:1,C1=CC=C(C=C1)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.16,,,Aurbach,0.5,1,10,71
242,2.6 M LiFSI/G2:TTE (1:1),99.55,2.347,COCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.21,,,Aurbach,0.5,1,10,71
243,1.9 M LiFSI/G2:TTE (1:2),99.37,2.201,COCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.18,,,Aurbach,0.5,1,10,71
244,1.3 M LiFSI/G2:TTE (1:3),99.28,2.143,COCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.99,,,Aurbach,0.5,1,10,71
245,2.5 M LiFSI/G2:PFB (1:1),99.47,2.276,COCCOCCOC:1,CC(F)(F)CC(F)(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.21,,,Aurbach,0.5,1,10,71
246,1.4 M LiFSI/G2:PFB (1:2),99.52,2.319,COCCOCCOC:1,CC(F)(F)CC(F)(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.11,,,Aurbach,0.5,1,10,71
247,1.2 M LiFSI/G2:PFB (1:3),99.64,2.444,COCCOCCOC:1,CC(F)(F)CC(F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.06,,,Aurbach,0.5,1,10,71
248,0.83 M LiFSI/MeTHF,98.67,1.876,CC1CCCO1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.1,,,Aurbach,0.5,1,10,71
249,2.3 M LiFSI/MeTHF,99.20,2.097,CC1CCCO1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.3,,,Aurbach,0.5,1,10,71
250,3.1 M LiFSI/MeTHF,99.39,2.215,CC1CCCO1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,,,Aurbach,0.5,1,10,71
251,4.6 M LiFSI/MeTHF,98.89,1.955,CC1CCCO1:1,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.67,,,Aurbach,0.5,1,10,71
252,2.5 M LiFSI/MeTHF:FB (1:1),99.26,2.131,CC1CCCO1:1,C1=CC=C(C=C1)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.78,,,Aurbach,0.5,1,10,71
253,2.0 M LiFSI/MeTHF:TTE (1:1),99.37,2.201,CC1CCCO1:1,FC(F)C(F)(F)COC(F)(F)C(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.71,,,Aurbach,0.5,1,10,71
254,1.7 M LiFSI/MeTHF:PFB (1:1),99.46,2.268,CC1CCCO1:1,CC(F)(F)CC(F)(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.73,,,Aurbach,0.5,1,10,71
255,2 M LiFSI/DME,98.09,1.719,COCCOC:9.63160230803373,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,0.5,1,250,72
256,2 M LiFSI/DEE,98.69,1.883,CCOCCOCC:7.12520732491622,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,0.5,1,175,72
257,2 M LiFSI/DPE,98.76,1.907,CC(C)OCCOC(C)C:5.60783455520298,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,0.5,1,175,72
258,2 M LiFSI DEP,99.53,2.328,CCOCC(C)OCC:6.27846109623444,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,0.5,1,400,72
259,2 M LiFSI/DME,98.32,1.775,COCCOC:9.63160230803373,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,72
260,2 M LiFSI/DEE,98.66,1.873,CCOCCOCC:7.12520732491622,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,72
261,2 M LiFSI/DPE,98.88,1.951,CC(C)OCCOC(C)C:5.60783455520298,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,72
262,2 M LiFSI DEP,99.68,2.495,CCOCC(C)OCC:6.27846109623444,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,72
263,"LiFSI4(DMDC)5/TTE (2/1, v/v)",99.45,2.260,COC(=O)OC(=O)OC:5,FC(F)C(F)(F)COC(F)(F)C(F)F:1.770633716,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4,,,Aurbach,0.1,1,10,73
264,"LiFSI2(DMC)5/TTE (2/1, v/v)",94.11,1.230,COC(=O)OC(=O)OC:5,FC(F)C(F)(F)COC(F)(F)C(F)F:1.389560016,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.1,1,10,73
265,"1.2 M LiClO4 FEC/EMC (3/7, v/v)",96.00,1.398,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].[O-]Cl(=O)(=O)=O:1.2,,,Aurbach,0.5,4,10,74
266,"1.2 M LiFSI FEC/EMC (3/7, v/v)",98.00,1.699,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,,,Aurbach,0.5,4,10,74
267,"1.2 M LiPF6 FEC/EMC (3/7, v/v)",97.80,1.658,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,0.5,4,10,74
268,"0.2 M LiClO4 + 1M LiFSI FEC/EMC (3/7, v/v)",99.60,2.398,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[O-]Cl(=O)(=O)=O:0.2,,Aurbach,0.5,4,10,74
269,"1 M LiBF4 + 1 M LiDFOB tFEP/FEC (1/2 , v/v)",98.70,1.886,CCOC(=O)CC(F)(F)F:2.545376895,C1C(OC(=O)O1)F:9.13999786,,,,[Li+].F[B-](F)(F)(F):1,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1,,Cycle,0.5,1,100,75
270,LiFSI-1.2TEOF-3TTE,99.10,2.046,CCOC(OCC)OCC:1.2,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,450,76
271,1 LiFSI - 1.2 TMOF - 3 TTE,99.40,2.222,COC(OC)OC:1.2,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,76
272,1 LiFSI - 1.2 TEOF - 3 TTE,99.40,2.222,CCOC(OCC)OCC:1.2,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,76
273,"0.1 M LiTFSI in FEC-FB (2/8, v/v)",98.80,1.921,C1C(OC(=O)O1)F:2.741999358,C1=CC=C(C=C1)F:8.491155048,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.1,,,Aurbach,0.5,1,10,77
274,"1 M LiPF6 EC:DMC (1/1, v/v)",82.40,0.754,C1COC(=O)O1:7.49471963,COC(=O)OC:5.939297055,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,77
275,1.5 M LiTFSI in TEP with LiNO3 (0.47 wt%) DME (4.54 wt%),98.60,1.854,CCOP(=O)(OCC)OCC:5.88516247330541,COCCOC:0.7569865623,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,[Li+].[N+](=O)([O-])[O-]:0.1024276215,,Aurbach,1,1,10,78
276,1.5 M LiTFSI in TEP with DME (4.54 wt%),72.50,0.561,CCOP(=O)(OCC)OCC:5.88516247330541,COCCOC:0.7569865623,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,,,Aurbach,1,1,10,78
277,1.5 M LiTFSI in TEP with LiNO3 (0.47 wt%) ,88.40,0.936,CCOP(=O)(OCC)OCC:5.88516247330541,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,[Li+].[N+](=O)([O-])[O-]:0.1024276215,,Aurbach,1,1,10,78
278,"1.1 M LiPF6 FEC/EMC (3/7, v/v)",98.30,1.770,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].F[P-](F)(F)(F)(F)F:1.1,,,Aurbach,1,1,10,79
279,1 M LiPF6 EC/DMC,92.20,1.108,C1COC(=O)O1:7.49471963,COC(=O)OC:5.939297055,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,80
280,3 M LiFSI DME,98.50,1.824,COCCOC:9.63160230803373,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,0.5,1,10,80
281,1 M LiFSI BTP/5DCE,99.70,2.523,C[Si](C)(C)OCCCO[Si](C)(C)C:1.51908,C(CCl)Cl:7.59542,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
282,1 M LiFSI BTP/5FB,99.80,2.699,C[Si](C)(C)OCCCO[Si](C)(C)C:1.3632714621122,C1=CC=C(C=C1)F:6.816357310561,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
283,"1 M LiFSI BTP/5 1,2-FB",99.60,2.398,C[Si](C)(C)OCCCO[Si](C)(C)C:1.32587584391143,C1=CC=C(C(=C1)F)F:6.62937921955715,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
284,"1 M LiFSI BTP/5 1,3-FB",99.20,2.097,C[Si](C)(C)OCCCO[Si](C)(C)C:1.31840082876908,C1=CC(=CC(=C1)F)F:6.5920041438454,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
285,"1 M LiFSI BTP/5 1,4-FB",99.40,2.222,C[Si](C)(C)OCCCO[Si](C)(C)C:1.28804546687503,C1=CC(=CC=C1F)F:6.44022733437515,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
286,"1 M LiFSI BTP/5 1,2,3-FB",99.10,2.046,C[Si](C)(C)OCCCO[Si](C)(C)C:1.28470520218099,C1=CC(=C(C(=C1)F)F)F:6.42352601090495,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
287,"1 M LiFSI BTP/5 1,2,4-FB",99.00,2.000,C[Si](C)(C)OCCCO[Si](C)(C)C:1.27401592488004,C1=CC(=C(C=C1F)F)F:6.3700796244002,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
288,1 M LiFSI BTP/5CFD,99.00,2.000,C[Si](C)(C)OCCCO[Si](C)(C)C:1.50666429916822,C(Cl)(Cl)Cl:7.5333214958411,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
289,1 M LiFSI BTP/5DCME,99.40,2.222,C[Si](C)(C)OCCCO[Si](C)(C)C:1.71899013437062,C(Cl)Cl:8.5949506718531,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
290,1 M LiFSI BTP/5DCPE,99.40,2.222,C[Si](C)(C)OCCCO[Si](C)(C)C:1.3565629861356,C(CCl)CCl:6.782814930678,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
291,1 M LiFSI BTP/5TCEE,99.00,2.000,C[Si](C)(C)OCCCO[Si](C)(C)C:1.26538215976653,C(C(Cl)Cl)(Cl)Cl:6.32691079883265,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
292,1 M LiFSI BTP/5HFCP,99.00,2.000,C[Si](C)(C)OCCCO[Si](C)(C)C:1.13259791045438,C1C(C(C(C1(F)F)(F)F)(F)F)F:5.6629895522719,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
293,1 M LiFSI BTE/5FB,99.60,2.398,C[Si](C)(C)OCCO[Si](C)(C)C:1.39617088554998,C1=CC=C(C=C1)F:6.9808544277499,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
294,"1 M LiFSI BTE/5 1,2-FB",99.60,2.398,C[Si](C)(C)OCCO[Si](C)(C)C:1.35697452120014,C1=CC=C(C(=C1)F)F:6.7848726060007,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
295,"1 M LiFSI BTE/5 1,3-FB",99.10,2.046,C[Si](C)(C)OCCO[Si](C)(C)C:1.34914577306066,C1=CC(=CC(=C1)F)F:6.7457288653033,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
296,"1 M LiFSI BTE/5 1,4-FB",99.00,2.000,C[Si](C)(C)OCCO[Si](C)(C)C:1.31737519528443,C1=CC(=CC=C1F)F:6.58687597642215,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
297,"1 M LiFSI BTE/5 1,2,3-FB",99.20,2.097,C[Si](C)(C)OCCO[Si](C)(C)C:1.31388128446816,C1=CC(=C(C(=C1)F)F)F:6.5694064223408,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
298,"1 M LiFSI BTE/5 1,2,4-FB",99.10,2.046,C[Si](C)(C)OCCO[Si](C)(C)C:1.30270309221479,C1=CC(=C(C=C1F)F)F:6.51351546107395,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
299,1 M LiFSI BTE/5CFD,99.10,2.046,C[Si](C)(C)OCCO[Si](C)(C)C:1.54695087787644,C(Cl)(Cl)Cl:7.7347543893822,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
300,1 M LiFSI BTE/5DCME,99.20,2.097,C[Si](C)(C)OCCO[Si](C)(C)C:1.77162987558936,C(Cl)Cl:8.8581493779468,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
301,1 M LiFSI BTE/5DCE,99.50,2.301,C[Si](C)(C)OCCO[Si](C)(C)C:1.56004714093532,C(CCl)Cl:7.8002357046766,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
302,1 M LiFSI BTE/5DCPE,99.00,2.000,C[Si](C)(C)OCCO[Si](C)(C)C:1.38913555081668,C(CCl)CCl:6.9456777540834,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
303,1 M LiFSI BTE/5TCEE,99.10,2.046,C[Si](C)(C)OCCO[Si](C)(C)C:1.29367751183469,C(C(Cl)Cl)(Cl)Cl:6.46838755917345,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
304,1 M LiFSI BTE/5HFCP,99.00,2.000,C[Si](C)(C)OCCO[Si](C)(C)C:1.1552133653105,C1C(C(C(C1(F)F)(F)F)(F)F)F:5.7760668265525,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
305,1 M LiFSI BTE/5TTE,99.60,2.398,C[Si](C)(C)OCCO[Si](C)(C)C:0.99754,FC(F)C(F)(F)COC(F)(F)C(F)F:4.9877,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,80
306,1.2 M LiPF6-FEC/EMC (3/7),92.80,1.143,C1C(OC(=O)O1)F:4.112999037,CCOC(=O)OC:6.764389457,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,1,1,9,81
307,1.2 M LiPF6-DFEC/EMC (3/7),97.10,1.538,FC1OC(=O)OC1F:3.676233474,CCOC(=O)OC:6.764389457,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,1,1,9,81
308,LiFSI-1.6DEE-3TTE,99.00,2.000,CCOCCOCC:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,82
309,LiFSI-1.6ClDEE-3TTE,99.20,2.097,ClCCOCCOCCCl:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,82
310,LiFSI-1.6FDEE-3TTE,99.40,2.222,FCCOCCOCCF:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,82
311,LiFSI-1FDEE-3TTE,99.40,2.222,FCCOCCOCCF:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,82
312,LiTFSI-1.6DEE-3TTE,97.20,1.553,CCOCCOCC:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,82
313,LiTFSI-1.6ClDEE-3TTE,92.80,1.143,ClCCOCCOCCCl:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,82
314,LiTFSI-1.6FDEE-3TTE,98.00,1.699,FCCOCCOCCF:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,82
315,"0.8 M LiPF6 FEC/DMC (1/4, v/v) + 5 wt% (1 M LiNO3 in DMSO)",98.16,1.735,C1C(OC(=O)O1)F:2.741999358,COC(=O)OC:9.502875288,CS(=O)C:0.05425039565,,,[Li+].F[P-](F)(F)(F)(F)F:0.8,[Li+].[N+](=O)([O-])[O-]:0.05425039565,,Aurbach,1,1,10,83
316,"0.8 M LiPF6 FEC/DMC (1/4, v/v) + 5 wt% (2 M LiNO3 in DMSO)",98.56,1.842,C1C(OC(=O)O1)F:2.741999359,COC(=O)OC:9.502875289,CS(=O)C:0.05122869376,,,[Li+].F[P-](F)(F)(F)(F)F:0.8,[Li+].[N+](=O)([O-])[O-]:0.05122869376,,Aurbach,1,1,10,83
317,"0.8 M LiPF6 FEC/DMC (1/4, v/v) + 5 wt% (3 M LiNO3 in DMSO)",99.23,2.114,C1C(OC(=O)O1)F:2.741999360,COC(=O)OC:9.502875290,CS(=O)C:0.04852584459,,,[Li+].F[P-](F)(F)(F)(F)F:0.8,[Li+].[N+](=O)([O-])[O-]:0.04852584459,,Aurbach,1,1,10,83
318,"0.8 M LiPF6 FEC/DMC (1/4, v/v) + 5 wt% (4 M LiNO3 in DMSO)",99.55,2.347,C1C(OC(=O)O1)F:2.741999361,COC(=O)OC:9.502875291,CS(=O)C:0.046093909,,,[Li+].F[P-](F)(F)(F)(F)F:0.8,[Li+].[N+](=O)([O-])[O-]:0.046093909,,Aurbach,1,1,10,83
319,"0.3 M LiFSI DME/TTE (1/15.7, v/v)",99.04,2.018,COCCOC:0.576742653173653,FC(F)C(F)(F)COC(F)(F)C(F)F:6.20705401131737,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.3,,,Aurbach,1,1,10,84
320,"1 M LiFSI DME/TTE (1/4, v/v)",98.85,1.939,COCCOC:1.9263204616,FC(F)C(F)(F)COC(F)(F)C(F)F:5.281926216,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,84
321,5 M LiFSI DME,98.00,1.699,COCCOC:9.63160230803373,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,Aurbach,1,1,10,84
322,1 M LiFSI DME,97.50,1.602,COCCOC:9.63160230803374,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,84
323,0.3 M LiFSI DME,96.47,1.452,COCCOC:9.63160230803375,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.3,,,Aurbach,1,1,10,84
324,1 M LiTFSI DOL/DME,95.57,1.354,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,1,1,10,84
325,1 LiDFOB - 5 NMTFA,98.47,1.815,CNC(=O)C(F)(F)F:5,,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1,,,Cycle,0.5,2,50,85
326,1 M LiPF6 + 0.2 M LiNO3/EC-GTA-DMC(6:1:3) + 5vol% FEC,99.00,2.000,C1COC(=O)O1:7.13478,CC(=O)OCC(COC(C)=O)OC(C)=O:1.18913,COC(=O)OC:3.56739,C1C(OC(=O)O1)F:0.6854998395,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Aurbach,0.5,1,10,86
327,"1.25 M LiPF6 noneF-DEC/FEC/VC (8/2/0.5, v)",96.34,1.437,O=C(OCC)OCC:6.288471538,C1C(OC(=O)O1)F:2.61142796,C1=COC(=O)O1:0.7471086895,,,[Li+].F[P-](F)(F)(F)(F)F:1.25,,,Aurbach,0.5,1,10,87
328,"1.25 M LiPF6 asymF-DEC/FEC/VC (8/2/0.5, v)",98.97,1.987,O=C(OCC(F)(F)(F))OCC:5.547162502,C1C(OC(=O)O1)F:2.61142796,C1=COC(=O)O1:0.7471086895,,,[Li+].F[P-](F)(F)(F)(F)F:1.25,,,Aurbach,0.5,1,10,87
